key,trinomial,dcterms:coverage_temporal,artifact,xsd:gDate_earliestStart,xsd:gDate_latestStart,xsd:gDate_earliestEnd,xsd:gDate_latestEnd,skos:CloseMatch,count,lat,long
1,41BC1,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,2,30.340446,-98.255822
2,41BC1,Late Prehistoric,,,750 AD,1150 AD,1690 AD,http://n2t.net/ark:/99152/p0m448vvmv7,3,30.340446,-98.255822
3,41BC114,Toyah,,1250 AD,1450 AD,1600 AD,1750 AD,http://n2t.net/ark:/99152/p0qkjhbzth5,3,30.301736,-98.248169
4,41BC125,Prehistoric,,,12550 BC,1690 AD,,,2,30.297524,-98.253224
5,41BC127,Prehistoric,,,12550 BC,1690 AD,,,2,30.292057,-98.244114
6,41BC137,Prehistoric,,,12550 BC,1690 AD,,,2,30.277601,-98.208834
7,41BC139,Prehistoric,,,12550 BC,1690 AD,,,1,30.189006,-98.442739
8,41BC146,Prehistoric,,,12550 BC,1690 AD,,,24,30.305736,-98.280826
9,41BC153,Prehistoric,,,12550 BC,1690 AD,,,14,30.288731,-98.399128
10,41BC154,Prehistoric,,,12550 BC,1690 AD,,,15,30.283326,-98.392048
11,41BC154,Late Archaic,,,2050 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p0m448vtqnz,15,30.283326,-98.392048
12,41BC154,,Pedernales Point,,1050 BC,50 BC,,,15,30.283326,-98.392048
13,41BC155,Prehistoric,,,12550 BC,1690 AD,,,11,30.283243,-98.40416
14,41BC156,Prehistoric,,,12550 BC,1690 AD,,,7,30.285376,-98.395477
15,41BC157,Prehistoric,,,12550 BC,1690 AD,,,4,30.284773,-98.39707
16,41BC167,Late Archaic Period,,,2299 BC,400 AD,1200 AD,http://n2t.net/ark:/99152/p0t3585b2rd,9,30.328577,-98.187454
17,41BC168,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,20,30.270876,-98.276058
18,41BC196,San Geronimo ,,,5049 BC,4049 BC,,http://n2t.net/ark:/99152/p0bw9m83vdh,2,30.128736,-98.490551
19,41BC376,San Geronimo ,,,5049 BC,4049 BC,,http://n2t.net/ark:/99152/p0bw9m83vdh,2,,
20,41BC38,Prehistoric,,,12550 BC,1690 AD,,,2,30.295379,-98.253822
21,41BC39,Prehistoric,,,12550 BC,1690 AD,,,2,30.295687,-98.250867
22,41BC65,Early Archaic,,7050 BC,6950 BC,4050 BC,3550 BC,http://n2t.net/ark:/99152/p0m448vxj6h,32,30.498447,-98.471717
23,41BC65,Archaic,,,6550 BC,700 AD,,http://n2t.net/ark:/99152/p07fthdxxsh,3,30.498447,-98.471717
24,41BN101,Late Prehistoric,,,630 AD,1700 AD,,http://n2t.net/ark:/99152/p0m448vvmv7,23,29.751384,-99.534705
25,41BN101,Archaic,,,6550 BC,700 AD,,http://n2t.net/ark:/99152/p07fthdxxsh,22,29.751384,-99.534705
26,41BN104,Prehistoric,,,12550 BC,1690 AD,,,16,29.682437,-99.297883
27,41BN104,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,1,29.682437,-99.297883
28,41BN105,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,1,29.69339,-99.318992
29,41BN11,Prehistoric,,,12550 BC,1690 AD,,,4,29.689077,-99.360623
30,41BN11,Archaic,,,6550 BC,700 AD,,http://n2t.net/ark:/99152/p07fthdxxsh,4,29.689077,-99.360623
31,41BN11,Austin ,,,700 AD,1300 AD,,http://n2t.net/ark:/99152/p0bw9m8trxt,1,29.689077,-99.360623
32,41BN11,,Gower Point,,6550 BC,5050 BC,,,1,29.689077,-99.360623
33,41BN173,Prehistoric,,,12550 BC,1690 AD,,,2,29.851278,-99.10789
34,41BN20,Prehistoric,,,12550 BC,1690 AD,,,6,29.689442,-99.359374
35,41BN202,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,6,29.860337,-99.368344
36,41BN202,Prehistoric,,,12550 BC,1690 AD,,,6,29.860337,-99.368344
37,41BN205,Prehistoric,,,12550 BC,1690 AD,,,2,29.590478,-98.907519
38,41BN213,Prehistoric,,,12550 BC,1690 AD,,,14,29.657586,-99.280489
39,41BN215,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,7,29.868662,-99.373227
40,41BN215,Prehistoric,,,12550 BC,1690 AD,,,7,29.868662,-99.373227
41,41BN216,Prehistoric,,,12550 BC,1690 AD,,,6,29.786806,-99.358419
42,41BN217,Prehistoric,,,12550 BC,1690 AD,,,6,29.799179,-99.304652
43,41BN218,Prehistoric,,,12550 BC,1690 AD,,,16,29.800172,-99.312426
44,41BN219,Prehistoric,,,12550 BC,1690 AD,,,6,29.798982,-99.29182
45,41BN33,Late Prehistoric,,,630 AD,1700 AD,,http://n2t.net/ark:/99152/p0m448vvmv7,22,29.764423,-99.507601
46,41BN33,Prehistoric,,,12550 BC,1690 AD,,,3,29.764423,-99.507601
47,41BN33,,Edwards Point,,850 AD,1150 AD,,,6,29.764423,-99.507601
48,41BN33,Late Archaic II,,,599 BC,600 AD,,http://n2t.net/ark:/99152/p0t35856b5j,6,29.764423,-99.507601
49,41BN33,Late Archaic Period,,,2299 BC,400 AD,1200 AD,http://n2t.net/ark:/99152/p0t3585b2rd,6,29.764423,-99.507601
50,41BN5,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,10,29.776168,-99.39266
51,41BN5,Prehistoric,,,12550 BC,1690 AD,,,10,29.776168,-99.39266
52,41BN63,Late Archaic,,1200 BC,1050 BC,650 AD,950 AD,http://n2t.net/ark:/99152/p0m448vtqnz,5,29.663989,-98.837791
53,41BN63,Middle Archaic,,4050 BC,3550 BC,1250 BC,1050 BC,http://n2t.net/ark:/99152/p0m448v3gsp,4,29.663989,-98.837791
54,41BS762,Middle Archaic,,,4050 BC,2050 BC,,http://n2t.net/ark:/99152/p0m448v3gsp,1,29.530114,-103.243666
55,41BS8,Early Archaic Period,,,6499 BC,3599 BC,,http://n2t.net/ark:/99152/p0qkjhb4hmc,1,29.718789,-103.353525
56,41BS884,Late Prehistoric,,,750 AD,1150 AD,1690 AD,http://n2t.net/ark:/99152/p0m448vvmv7,2,29.876317,-102.636298
57,41BT1,Prehistoric,,,12550 BC,1690 AD,,,19,30.485994,-98.132296
58,41BT1,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,17,30.485994,-98.132296
59,41BT1,Marshall Ford,,,2150 BC,1550 BC,,http://n2t.net/ark:/99152/p0qkjhb7dxw,17,30.485994,-98.132296
60,41BT10,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,1,30.862254,-98.418871
61,41BT10,Prehistoric,,,12550 BC,1690 AD,,,3,30.862254,-98.418871
62,41BT100,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,2,30.534408,-98.186224
63,41BT100,Prehistoric,,,12550 BC,1690 AD,,,13,30.534408,-98.186224
64,41BT100,Toyah,,1250 AD,1450 AD,1600 AD,1750 AD,http://n2t.net/ark:/99152/p0qkjhbzth5,13,30.534408,-98.186224
65,41BT100,Late Archaic,,,2050 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p0m448vtqnz,13,30.534408,-98.186224
66,41BT101,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,2,30.530919,-98.188423
67,41BT101,Prehistoric,,,12550 BC,1690 AD,,,7,30.530919,-98.188423
68,41BT105,Prehistoric,,,12550 BC,1690 AD,,,21,30.807767,-98.3734
69,41BT105,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,3,30.807767,-98.3734
70,41BT105,Early Late Prehistoric,,,750 AD,1150 AD,1300 AD,http://n2t.net/ark:/99152/p07fthd27hd,10,30.807767,-98.3734
71,41BT147,Prehistoric,,,12550 BC,1690 AD,,,14,30.489476,-98.102904
72,41BT148,Prehistoric,,,12550 BC,1690 AD,,,11,30.490478,-98.100353
73,41BT155,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,2,30.547521,-98.124913
74,41BT158,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,31,30.48357,-98.132964
75,41BT158,Prehistoric,,,12550 BC,1690 AD,,,27,30.48357,-98.132964
76,41BT159,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,15,,
77,41BT159,Prehistoric,,,12550 BC,1690 AD,,,11,,
78,41BT160,Prehistoric,,,12550 BC,1690 AD,,,13,30.481349,-98.141186
79,41BT161,Prehistoric,,,12550 BC,1690 AD,,,10,30.476234,-98.142892
80,41BT161,,Pedernales Point,,1050 BC,50 BC,,,10,30.476234,-98.142892
81,41BT162,Early Historic,,,1690 AD,1720 AD,1730 AD,http://n2t.net/ark:/99152/p07fthdjjrw,21,30.489194,-98.137415
82,41BT162,Prehistoric,,,12550 BC,1690 AD,,,21,30.489194,-98.137415
83,41BT163,Prehistoric,,,12550 BC,1690 AD,,,4,30.488947,-98.135427
84,41BT166,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,20,30.483089,-98.136521
85,41BT166,Historic Period,,,1690 AD,1950 AD,,http://n2t.net/ark:/99152/p07fthdvbjk,19,30.483089,-98.136521
86,41BT166,Prehistoric,,,12550 BC,1690 AD,,,19,30.483089,-98.136521
87,41BT167,Prehistoric,,,12550 BC,1690 AD,,,14,30.484264,-98.137797
88,41BT168,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,1,30.486427,-98.139148
89,41BT169,Prehistoric,,,12550 BC,1690 AD,,,29,30.533755,-98.198061
90,41BT169,Marshall Ford,,,2150 BC,1550 BC,,http://n2t.net/ark:/99152/p0qkjhb7dxw,29,30.533755,-98.198061
91,41BT169,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,29,30.533755,-98.198061
92,41BT170,Prehistoric,,,12550 BC,1690 AD,,,32,30.533727,-98.194183
93,41BT170,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,32,30.533727,-98.194183
94,41BT171,Prehistoric,,,12550 BC,1690 AD,,,4,30.534032,-98.196885
95,41BT171,Historic Period,,,1690 AD,1950 AD,,http://n2t.net/ark:/99152/p07fthdvbjk,4,30.534032,-98.196885
96,41BT172,Prehistoric,,,12550 BC,1690 AD,,,8,30.530217,-98.19246
97,41BT177,Prehistoric,,,12550 BC,1690 AD,,,10,30.544266,-98.179725
98,41BT177,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,7,30.544266,-98.179725
99,41BT178,Prehistoric,,,12550 BC,1690 AD,,,2,30.546197,-98.17974
100,41BT178,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,2,30.546197,-98.17974
101,41BT179,Prehistoric,,,12550 BC,1690 AD,,,2,30.546914,-98.177576
102,41BT179,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,2,30.546914,-98.177576
103,41BT192,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,6,30.497563,-98.126161
104,41BT194,Late Archaic,,,2050 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p0m448vtqnz,7,30.498511,-98.127379
105,41BT195,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,12,30.496213,-98.126298
106,41BT201,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,17,30.494224,-98.123002
107,41BT203,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,3,30.497315,-98.119755
108,41BT206,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,1,30.844309,-98.415423
109,41BT215,Prehistoric,,,12550 BC,1690 AD,,,15,30.633593,-98.416754
110,41BT215,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,4,30.633593,-98.416754
111,41BT216,Prehistoric,,,12550 BC,1690 AD,,,1,30.676655,-98.395564
112,41BT223,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,1,30.672991,-98.399324
113,41BT260,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,17,30.538722,-98.199473
114,41BT260,Prehistoric,,,12550 BC,1690 AD,,,13,30.538722,-98.199473
115,41BT260,Historic Period,,,1690 AD,1950 AD,,http://n2t.net/ark:/99152/p07fthdvbjk,13,30.538722,-98.199473
116,41BT272,Prehistoric,,,12550 BC,1690 AD,,,11,30.53685,-98.188502
117,41BT272,Late Archaic II,,,599 BC,600 AD,,http://n2t.net/ark:/99152/p0t35856b5j,11,30.53685,-98.188502
118,41BT283,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,15,30.493431,-98.100659
119,41BT283,Marshall Ford,,,2150 BC,1550 BC,,http://n2t.net/ark:/99152/p0qkjhb7dxw,8,30.493431,-98.100659
120,41BT295,Prehistoric,,,12550 BC,1690 AD,,,3,30.878883,-98.443324
121,41BT303,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,42,30.889068,-98.447094
122,41BT303,,Frio Point,,250 BC,550 AD,,,42,30.889068,-98.447094
123,41BT303,Late Archaic II,,,599 BC,600 AD,,http://n2t.net/ark:/99152/p0t35856b5j,42,30.889068,-98.447094
124,41BT303,,Ensor Point,,250 BC,550 AD,,,42,30.889068,-98.447094
125,41BT303,Prehistoric,,,12550 BC,1690 AD,,,42,30.889068,-98.447094
126,41BT305,,Ensor Point,,250 BC,550 AD,,,11,30.884186,-98.451286
127,41BT305,Late Archaic II,,,599 BC,600 AD,,http://n2t.net/ark:/99152/p0t35856b5j,11,30.884186,-98.451286
128,41BT305,,Frio Point,,250 BC,550 AD,,,11,30.884186,-98.451286
129,41BT307,Prehistoric,,,12550 BC,1690 AD,,,9,30.879157,-98.444159
130,41BT322,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,20,30.507158,-98.112913
131,41BT322,Prehistoric,,,12550 BC,1690 AD,,,19,30.507158,-98.112913
132,41BT323,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,11,30.49595,-98.123393
133,41BT324,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,11,30.495144,-98.123046
134,41BT328,Prehistoric,,,12550 BC,1690 AD,,,9,30.49947,-98.122153
135,41BT328,Paleoindian,,12550 BC,11050 BC,7850 BC,7050 BC,http://n2t.net/ark:/99152/p0m448vx5q4,9,30.49947,-98.122153
136,41BT328,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,9,30.49947,-98.122153
137,41BT336,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,16,30.534897,-98.19521
138,41BT336,Historic Period,,,1690 AD,1950 AD,,http://n2t.net/ark:/99152/p07fthdvbjk,16,30.534897,-98.19521
139,41BT337,Prehistoric,,,12550 BC,1690 AD,,,8,30.494232,-98.125649
140,41BT338,Prehistoric,,,12550 BC,1690 AD,,,28,30.532883,-98.348409
141,41BT342,Prehistoric,,,12550 BC,1690 AD,,,12,30.535998,-98.208461
142,41BT342,Historic Period,,,1690 AD,1950 AD,,http://n2t.net/ark:/99152/p07fthdvbjk,12,30.535998,-98.208461
143,41BT343,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,35,30.491211,-98.11019
144,41BT343,Clear Fork,,,2650 BC,2150 BC,,http://n2t.net/ark:/99152/p0qkjhbf8k8,35,30.491211,-98.11019
145,41BT344,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,20,30.492315,-98.108075
146,41BT344,Clear Fork,,,2650 BC,2150 BC,,http://n2t.net/ark:/99152/p0qkjhbf8k8,20,30.492315,-98.108075
147,41BT344,Historic Period,,,1690 AD,1950 AD,,http://n2t.net/ark:/99152/p07fthdvbjk,5,30.492315,-98.108075
148,41BT344,Prehistoric,,,12550 BC,1690 AD,,,5,30.492315,-98.108075
149,41BT345,Prehistoric,,,12550 BC,1690 AD,,,14,30.48109,-98.137132
150,41BT347,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,7,,
151,41BT348,Prehistoric,,,12550 BC,1690 AD,,,6,30.472937,-98.130035
152,41BT353,Prehistoric,,,12550 BC,1690 AD,,,5,30.490983,-98.124115
153,41BT36,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,37,30.53684,-98.199631
154,41BT36,Prehistoric,,,12550 BC,1690 AD,,,37,30.53684,-98.199631
155,41BT362,Prehistoric,,,12550 BC,1690 AD,,,5,30.529091,-98.199519
156,41BT363,Prehistoric,,,12550 BC,1690 AD,,,4,30.529605,-98.194943
157,41BT364,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,2,30.530281,-98.190334
158,41BT364,Prehistoric,,,12550 BC,1690 AD,,,4,30.530281,-98.190334
159,41BT37,Middle Archaic,,,4050 BC,2050 BC,,http://n2t.net/ark:/99152/p0m448v3gsp,4,30.539566,-98.190064
160,41BT37,Late Prehistoric,,,750 AD,1150 AD,1690 AD,http://n2t.net/ark:/99152/p0m448vvmv7,4,30.539566,-98.190064
161,41BT37,Prehistoric,,,12550 BC,1690 AD,,,28,30.539566,-98.190064
162,41BT37,Toyah,,1250 AD,1450 AD,1600 AD,1750 AD,http://n2t.net/ark:/99152/p0qkjhbzth5,28,30.539566,-98.190064
163,41BT37,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,28,30.539566,-98.190064
164,41BT375,Prehistoric,,,12550 BC,1690 AD,,,2,30.563226,-98.190816
165,41BT376,Prehistoric,,,12550 BC,1690 AD,,,3,30.565223,-98.193227
166,41BT377,Prehistoric,,,12550 BC,1690 AD,,,5,30.531471,-98.197614
167,41BT380,Historic Period,,,1690 AD,1950 AD,,http://n2t.net/ark:/99152/p07fthdvbjk,11,30.75653,-98.404387
168,41BT380,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,11,30.75653,-98.404387
169,41BT380,Prehistoric,,,12550 BC,1690 AD,,,11,30.75653,-98.404387
170,41BT381,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,6,30.755766,-98.409478
171,41BT383,Prehistoric,,,12550 BC,1690 AD,,,1,30.75753,-98.398659
172,41BT387,Prehistoric,,,12550 BC,1690 AD,,,7,30.757274,-98.400015
173,41BT389,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,13,30.533745,-98.183361
174,41BT389,Prehistoric,,,12550 BC,1690 AD,,,10,30.533745,-98.183361
175,41BT389,Late Archaic,,,2050 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p0m448vtqnz,10,30.533745,-98.183361
176,41BT391,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,16,30.501662,-98.129426
177,41BT391,Paleoindian,,12550 BC,11050 BC,7850 BC,7050 BC,http://n2t.net/ark:/99152/p0m448vx5q4,16,30.501662,-98.129426
178,41BT391,Prehistoric,,,12550 BC,1690 AD,,,16,30.501662,-98.129426
179,41BT393,Prehistoric,,,12550 BC,1690 AD,,,6,30.475347,-98.141004
180,41BT394,Prehistoric,,,12550 BC,1690 AD,,,17,30.481845,-98.135759
181,41BT394,,Frio Point,,250 BC,550 AD,,,17,30.481845,-98.135759
182,41BT395,Prehistoric,,,12550 BC,1690 AD,,,9,30.483103,-98.135519
183,41BT396,Prehistoric,,,12550 BC,1690 AD,,,6,30.486546,-98.136371
184,41BT397,Late Archaic,,,2050 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p0m448vtqnz,23,30.486393,-98.131245
185,41BT397,Toyah,,1250 AD,1450 AD,1600 AD,1750 AD,http://n2t.net/ark:/99152/p0qkjhbzth5,23,30.486393,-98.131245
186,41BT397,Prehistoric,,,12550 BC,1690 AD,,,27,30.486393,-98.131245
187,41BT398,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,9,30.486261,-98.137274
188,41BT398,Prehistoric,,,12550 BC,1690 AD,,,9,30.486261,-98.137274
189,41BT400,Prehistoric,,,12550 BC,1690 AD,,,11,30.487396,-98.138514
190,41BT407,Prehistoric,,,12550 BC,1690 AD,,,1,30.843316,-98.378503
191,41BT41,Prehistoric,,,12550 BC,1690 AD,,,37,30.53705,-98.191838
192,41BT41,Marshall Ford,,,2150 BC,1550 BC,,http://n2t.net/ark:/99152/p0qkjhb7dxw,22,30.53705,-98.191838
193,41BT410,Historic Period,,,1690 AD,1950 AD,,http://n2t.net/ark:/99152/p07fthdvbjk,7,30.540309,-98.208165
194,41BT410,Prehistoric,,,12550 BC,1690 AD,,,8,30.540309,-98.208165
195,41BT411,Prehistoric,,,12550 BC,1690 AD,,,5,30.53801,-98.208444
196,41BT411,Historic Period,,,1690 AD,1950 AD,,http://n2t.net/ark:/99152/p07fthdvbjk,5,30.53801,-98.208444
197,41BT411,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,5,30.53801,-98.208444
198,41BT412,,Pedernales Point,,1050 BC,50 BC,,,8,30.535674,-98.202678
199,41BT412,Prehistoric,,,12550 BC,1690 AD,,,8,30.535674,-98.202678
200,41BT416,Prehistoric,,,12550 BC,1690 AD,,,2,30.545154,-98.177528
201,41BT417,Prehistoric,,,12550 BC,1690 AD,,,6,30.543345,-98.198445
202,41BT418,Prehistoric,,,12550 BC,1690 AD,,,6,30.543512,-98.196359
203,41BT419,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,7,30.754196,-98.414024
204,41BT423,Prehistoric,,,12550 BC,1690 AD,,,5,30.758062,-98.410761
205,41BT424,Prehistoric,,,12550 BC,1690 AD,,,8,30.755198,-98.416003
206,41BT425,Prehistoric,,,12550 BC,1690 AD,,,2,30.634348,-98.326465
207,41BT426,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,4,30.674063,-98.303015
208,41BT426,Prehistoric,,,12550 BC,1690 AD,,,4,30.674063,-98.303015
209,41BT427,Historic Period,,,1690 AD,1950 AD,,http://n2t.net/ark:/99152/p07fthdvbjk,123,30.942802,-97.994632
210,41BT427,Prehistoric,,,12550 BC,1690 AD,,,123,30.942802,-97.994632
211,41BT427,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,123,30.942802,-97.994632
212,41BT427,Oakalla,,,3150 BC,2650 BC,,http://n2t.net/ark:/99152/p0qkjhbrv6d,123,30.942802,-97.994632
213,41BT428,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,6,30.536411,-98.179061
214,41BT428,Prehistoric,,,12550 BC,1690 AD,,,13,30.536411,-98.179061
215,41BT433,Late Archaic II,,,599 BC,600 AD,,http://n2t.net/ark:/99152/p0t35856b5j,7,30.758048,-98.399211
216,41BT433,Prehistoric,,,12550 BC,1690 AD,,,7,30.758048,-98.399211
217,41BT438,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,7,30.542133,-98.189487
218,41BT438,Prehistoric,,,12550 BC,1690 AD,,,7,30.542133,-98.189487
219,41BT438,Late Prehistoric,,,750 AD,1150 AD,1690 AD,http://n2t.net/ark:/99152/p0m448vvmv7,7,30.542133,-98.189487
220,41BT440,Prehistoric,,,12550 BC,1690 AD,,,1,30.550035,-98.330421
221,41BT441,Prehistoric,,,12550 BC,1690 AD,,,8,30.490274,-98.142717
222,41BT442,Prehistoric,,,12550 BC,1690 AD,,,10,30.484672,-98.130806
223,41BT450,Prehistoric,,,12550 BC,1690 AD,,,62,30.688288,-98.403546
224,41BT451,Prehistoric,,,12550 BC,1690 AD,,,9,30.538936,-98.184812
225,41BT454,Prehistoric,,,12550 BC,1690 AD,,,1,30.542161,-98.338095
226,41BT455,Historic Period,,,1690 AD,1950 AD,,http://n2t.net/ark:/99152/p07fthdvbjk,13,30.876632,-98.450536
227,41BT455,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,13,30.876632,-98.450536
228,41BT459,Paleoindian,,12550 BC,11050 BC,7850 BC,7050 BC,http://n2t.net/ark:/99152/p0m448vx5q4,7,30.490471,-98.126201
229,41BT460,Prehistoric,,,12550 BC,1690 AD,,,9,30.854468,-98.412874
230,41BT461,Late Archaic II,,,599 BC,600 AD,,http://n2t.net/ark:/99152/p0t35856b5j,10,30.851652,-98.416771
231,41BT461,,Frio Point,,250 BC,550 AD,,,10,30.851652,-98.416771
232,41BT461,,Ensor Point,,250 BC,550 AD,,,10,30.851652,-98.416771
233,41BT464,Late Archaic II,,,599 BC,600 AD,,http://n2t.net/ark:/99152/p0t35856b5j,13,30.844109,-98.418856
234,41BT464,,Frio Point,,250 BC,550 AD,,,13,30.844109,-98.418856
235,41BT464,,Ensor Point,,250 BC,550 AD,,,13,30.844109,-98.418856
236,41BT464,Prehistoric,,,12550 BC,1690 AD,,,13,30.844109,-98.418856
237,41BT465,Prehistoric,,,12550 BC,1690 AD,,,21,30.858635,-98.418455
238,41BT466,Prehistoric,,,12550 BC,1690 AD,,,13,30.860893,-98.419017
239,41BT467,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,5,30.857588,-98.416422
240,41BT468,Paleoindian,,12550 BC,11050 BC,7850 BC,7050 BC,http://n2t.net/ark:/99152/p0m448vx5q4,4,30.508132,-98.129221
241,41BT469,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,11,30.510718,-98.131418
242,41BT47,,Ensor Point,,250 BC,550 AD,,,13,30.855284,-98.415756
243,41BT47,Prehistoric,,,12550 BC,1690 AD,,,13,30.855284,-98.415756
244,41BT47,,Frio Point,,250 BC,550 AD,,,13,30.855284,-98.415756
245,41BT47,Late Archaic II,,,599 BC,600 AD,,http://n2t.net/ark:/99152/p0t35856b5j,13,30.855284,-98.415756
246,41BT470,Prehistoric,,,12550 BC,1690 AD,,,9,30.511567,-98.130233
247,41BT471,Prehistoric,,,12550 BC,1690 AD,,,16,30.511286,-98.128568
248,41BT472,Prehistoric,,,12550 BC,1690 AD,,,8,30.511467,-98.128723
249,41BT473,Prehistoric,,,12550 BC,1690 AD,,,13,30.511247,-98.12961
250,41BT473,Late Archaic,,,2050 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p0m448vtqnz,13,30.511247,-98.12961
251,41BT474,Prehistoric,,,12550 BC,1690 AD,,,8,30.502768,-98.129946
252,41BT476,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,29,30.811755,-98.374903
253,41BT476,Prehistoric,,,12550 BC,1690 AD,,,29,30.811755,-98.374903
254,41BT477,Prehistoric,,,12550 BC,1690 AD,,,11,30.852885,-98.408041
255,41BT480,Clear Fork,,,2650 BC,2150 BC,,http://n2t.net/ark:/99152/p0qkjhbf8k8,5,30.490535,-98.106351
256,41BT482,Late Prehistoric,,,750 AD,1150 AD,1690 AD,http://n2t.net/ark:/99152/p0m448vvmv7,12,30.564257,-98.19215
257,41BT482,Prehistoric,,,12550 BC,1690 AD,,,12,30.564257,-98.19215
258,41BT483,Prehistoric,,,12550 BC,1690 AD,,,24,30.540454,-98.176522
259,41BT49,Prehistoric,,,12550 BC,1690 AD,,,5,30.549534,-98.183799
